,,,bau,bau,bau,mass_media_uk,mass_media_uk,mass_media_uk,none,none,none,package_uk,package_uk,package_uk,reform_aus,reform_aus,reform_aus,reform_aus_50,reform_aus_50,reform_aus_50,reform_aus_70,reform_aus_70,reform_aus_70,reform_aus_90,reform_aus_90,reform_aus_90,reform_ausuk,reform_ausuk,reform_ausuk,reform_ausuk_50,reform_ausuk_50,reform_ausuk_50,reform_ausuk_70,reform_ausuk_70,reform_ausuk_70,reform_ausuk_90,reform_ausuk_90,reform_ausuk_90,reform_kcl_10,reform_kcl_10,reform_kcl_10,reform_kcl_all,reform_kcl_all,reform_kcl_all,reform_kcl_nacl,reform_kcl_nacl,reform_kcl_nacl,reform_uk,reform_uk,reform_uk,reform_uk_50,reform_uk_50,reform_uk_50,reform_uk_70,reform_uk_70,reform_uk_70,reform_uk_90,reform_uk_90,reform_uk_90,reform_who,reform_who,reform_who,reform_who_50,reform_who_50,reform_who_50,reform_who_70,reform_who_70,reform_who_70,reform_who_90,reform_who_90,reform_who_90
2024 to 2044,All,SES4,2468489.1499076695,2471782.2936629914,2474882.317699265,2.9166970145024718,5.910458589740336,10.84290148317481,0.0,0.0,0.0,27.41793751655927,39.48347859030467,55.822821069652726,42.172372323762986,60.69439135899192,86.5222590504118,21.14868188973612,30.337337518154683,43.32379987376528,29.298103130183783,42.4626979747473,60.53684208216493,37.70604495368901,54.555820051151514,78.51964614389877,81.42792478037194,116.97727950403291,165.2240541570767,41.52036441964594,58.709391311689735,82.05190777078334,57.424443883483185,81.88647800222259,115.80485698594978,74.06986060409112,105.25271844250847,148.4859000709833,74.0432303652644,106.21705336296081,150.45213663916874,416.6813403676071,604.871265572313,849.3825482442201,55.88164252172753,79.62749467121844,114.92050649478392,92.43094466303187,133.17963840204493,192.42960363639042,46.383641612860295,67.16506749508869,96.50943503041836,64.85836643565162,93.54369723329546,132.45469495052754,83.28743116902041,119.87115830029666,170.789385165812,156.61584930946626,228.24867413608717,319.79936629146783,78.72133896205311,115.14138736344427,163.43155586139565,111.12876649450031,160.66291906743484,227.6192603081706,141.86955768676006,205.74400071783145,291.2573403252554
2024 to 2044,All,SES5,2399564.283256229,2402185.420683072,2404651.9084095224,2.2482258256387144,4.601767795332014,8.41065754282364,0.0,0.0,0.0,20.962006569175237,30.365475281757114,42.837148436632106,32.46814001595935,46.91161482175827,66.74327395239187,16.23852863082373,23.48620160380596,33.65623026344444,22.61258919970736,32.81649787430507,46.93444624079106,29.13771934291153,42.1549369576841,60.68457526845205,62.607772773133476,90.36192805831736,127.01755354000309,31.793761634633192,45.360817762704194,63.8864430407755,44.38664960825725,63.455932121332346,89.82347016295351,56.59012419829357,81.4634230496409,115.14669512184156,55.83698977685638,81.02383637763965,115.8863892610791,312.03141195242137,455.8913086503264,636.1563406460932,42.97924730395487,61.16681481391275,88.15875042688661,71.52707078809733,103.56056970085864,149.0745744059617,35.88034057051239,52.119618735998685,74.60528448208048,49.875083620210184,72.59461130031252,103.5736135322355,64.33766798352029,93.05257998842859,132.38877348070744,121.18853237345729,176.30176901516955,248.20734949204632,60.93345045306868,89.1295836538595,126.69913008682043,85.76572768401984,123.93735127796185,176.8397824664156,109.08307596769419,159.28644317599418,225.42968829926573
2024 to 2044,Female,All,4625707.643038889,4631264.798938183,4636495.749211549,5.590953484614834,11.209176904831589,20.55346769045368,0.0,0.0,0.0,52.29319657424453,74.80425705942582,103.91661459650597,73.20549518026779,105.06646798086875,150.20825499687635,36.44132566034287,52.5131378893565,74.47934535050778,50.3826533294426,73.43301662894982,104.1442277368509,65.8380397884157,94.55098537566919,134.2749468162185,138.56959243985423,193.33701511430445,272.2445040943584,68.8117192685021,96.91542985741378,137.1506311455833,96.44636382451704,135.24621015964664,192.71172418282862,124.13528689735509,174.86316019822328,244.4068006373045,140.20096337014766,198.89486268552167,285.30363245818785,791.4550705816397,1132.789289187272,1577.196128217584,106.01646413032613,150.88443109494168,216.3959263130349,153.4195510140607,221.08480614698684,319.04680696744174,77.23497675100148,111.2500807575866,159.81903469971965,107.884630926887,155.63094443238194,220.83671983137387,137.90839598053992,198.8399245311358,283.76195574459143,286.44407664779317,409.61902256270787,571.1782091137045,142.6976965103442,206.10097942867088,288.33483194696237,200.1381136845532,288.1136596526264,401.42199190961105,256.7142007322487,369.13906227106025,513.536093825349
2024 to 2044,Female,SES1,884484.6298430641,885989.9569917386,887407.8404922968,1.7249955831141175,3.4782584352794887,6.33455252185766,0.0,0.0,0.0,16.051354944212257,23.039949559596714,32.29570366700514,22.67084470085751,32.16256390695513,45.77895580758139,11.233177096227298,16.093337903086542,22.834073534305357,15.582151872118878,22.489279206470428,32.00869971086214,20.144849998021904,28.946945076037345,41.16304268524497,42.373545660469446,58.885039806924226,82.90400066600009,21.04095056909275,29.599225871460558,41.61538258280078,29.516645233522222,41.26307094692421,58.78054360807647,37.823460383640814,53.241506899457875,74.58495165386294,42.78723923609332,60.602081380791134,87.29845217645381,251.5639988124806,364.4866138928313,512.8993965377023,32.573707839387495,46.27413012905765,66.23576076727429,47.21233360989772,67.60917299972027,96.90785852821544,23.742857471742195,34.00345863781011,48.73320487495622,33.080936295053476,47.600724030536654,67.32290041586656,42.44215122763147,60.797366058256145,86.78529326168564,87.17674089391281,124.93930704172314,175.11620527980844,43.86760558029847,62.95512626855255,88.16069278866858,61.08597378806288,87.81864691878528,123.20403704633507,78.45124259804162,112.7417370598861,157.61416855783747
2024 to 2044,Female,SES2,885677.5134846688,886927.522572616,888104.3839154545,1.2232250338869572,2.45681737404418,4.481713514008758,0.0,0.0,0.0,11.402628624033921,16.339403033815266,22.675915818042206,16.052666899837696,22.919229145960927,32.62105949089734,7.960482369272208,11.461720230048655,16.28467725860484,11.024354336973738,16.01567550678027,22.717193286483454,14.326573067634435,20.625779974256456,29.223248690175467,30.17309205367346,42.117942911763194,59.19751811110811,14.983962926908102,21.100158030070126,29.7626138158373,21.045918204029583,29.474611864326597,41.854334751236834,27.097104235341664,38.057867453666866,53.20516025039751,30.495581176730102,43.19792445143122,61.84924450848344,177.70842426112583,256.38367324915873,358.44657634608114,23.095353094049706,32.89593654263133,47.25867635279839,33.53566145695013,48.219910720686016,69.49981412221418,16.83953408342421,24.274441416925132,34.86132635401987,23.548901887712333,33.925285520193455,48.22060622105735,29.984224641693828,43.35402937417423,61.94812835098835,62.51303421691565,89.38305583771867,124.39573884177582,31.17937804407936,44.90887224234867,62.675681138489274,43.59825372263481,62.839271447067325,87.35008168543499,56.1694970902717,80.63742949096172,112.01441744595846
2024 to 2044,Female,SES3,933492.7161717492,934587.6306797889,935618.0928869512,1.1040151741348536,2.208254329025447,4.049497315511017,0.0,0.0,0.0,10.29004911371427,14.795970897571088,20.716067634607796,14.488653263518234,20.794737016504108,30.013550655684252,7.187869814723289,10.40761789256668,14.839207215274863,9.97246113711932,14.562201501447618,20.723234630117844,13.009347351970334,18.739405856957674,26.650152293714395,27.43330208823753,38.46048760997337,54.5711984320175,13.65347906406068,19.276352854886415,27.433971295823557,19.15840409657832,26.898467845847605,38.53653724508046,24.590241674683956,34.74669206994385,48.844569632486056,27.811550446102274,39.6774587103458,57.337880798252165,158.1940710130637,226.22262134233594,317.20605425761124,20.987148391103972,29.913385022706805,42.902083075928765,30.43368992534559,43.82540092628628,63.581338428031835,15.261068560211562,22.037131046547948,31.839126125950084,21.27212689186972,30.82693722293824,44.09093066061074,27.21512510968514,39.449720382872584,56.427007442969405,56.53205536186841,81.2436518946535,114.07130114636271,28.26292687587889,40.92084722870099,57.44164361430617,39.418937259394326,57.13220327787888,79.90509792375416,50.725635350598246,73.2401580934791,102.51768932873681
2024 to 2044,Female,SES4,978990.4040376147,979939.4462529523,980832.3404313781,0.8858330750668436,1.7814274584807157,3.2521966452831363,0.0,0.0,0.0,8.336678166363411,12.003082034377575,16.734570103529073,11.770217703954335,16.944310270260452,24.194766813347478,5.915501774730444,8.465116021452248,12.077715607973595,8.12207917175466,11.827711070649265,16.819267994032877,10.538611017858868,15.258011920140625,21.69080837323915,22.270772394135765,31.407712996034384,44.54240936244838,11.136552263921669,15.719006539500475,22.279431909578506,15.628419211049298,21.94706485362959,31.351957582898965,20.06370845193906,28.397859550837936,39.763570056312076,22.83673113568964,32.5186875625959,46.7374509096449,118.97875765023487,173.38645385434347,243.81669014566504,16.975648469403687,24.390819716269014,34.950613938436774,24.819205791078293,35.743668860325336,51.74460747802385,12.446291723485187,17.94473274773854,25.954116740173177,17.374813909278565,25.143507848245918,35.74065649004662,22.213710753578418,32.18944829864412,46.002589711552,46.0870711136923,66.3486931760304,92.55903018319577,22.996653894720986,33.3674004838143,46.94097354428108,32.20845567151113,46.599285454920945,65.35033146950212,41.26961680355884,59.75771937869895,83.47255306771358
2024 to 2044,Female,SES5,943062.3795017928,943820.2424410877,944533.0914854689,0.6389140155018926,1.2899879118449689,2.3575902321742057,0.0,0.0,0.0,5.953715085640299,8.598853021252335,11.990724862563619,8.425905610797718,12.130632063341736,17.242930298463815,4.260590268529031,6.081465729116022,8.677724924651587,5.8249920217816555,8.493707567137598,12.035675552277462,7.578972851906207,10.91985926614058,15.525405339536645,15.843804114702731,22.409802699511168,31.86687580725854,7.915628585435578,11.2783729383744,15.86416260109268,11.158852459033596,15.725203599015057,22.243155226080162,14.29331176527362,20.34335675839138,28.279805481845443,16.139074030804778,22.954334138518572,32.957493332529076,72.25760813736173,113.20073992512042,164.99627270574803,12.084293246864286,17.42190138292837,24.965817986759035,17.779358133769346,25.638959732593598,36.87118221623293,8.914794652063453,12.876156528149009,18.575556782683293,12.444053921984306,18.019729201376915,25.564654927532306,15.872367192756128,23.091260296232342,32.90520878959109,32.978217294192724,47.773997578477804,66.7571969002393,16.57454909739804,23.968237520055535,33.65868923016389,23.09698479574762,33.44995885634482,47.02839211146709,29.582137233060823,42.96258493905901,60.02548118723268
2024 to 2044,Male,All,6983629.637854825,6997641.409559231,7010846.652138478,11.981233118694451,24.350235600846233,45.05691739740495,0.0,0.0,0.0,108.09133767659212,159.78784180419348,228.87820102105297,175.3266124463226,251.82174249420552,361.9600925638465,87.54942611297761,126.45238379911075,181.99056057053113,121.68182521504679,176.06371672830224,253.23530164204436,156.15356282439342,226.63402411397556,327.8814299044818,338.5707828995261,488.6278724785567,693.1226703025455,171.62723743423982,245.8995496737316,346.5242151055018,238.20752092103493,344.26817897022073,485.75172389742727,303.38497484572304,441.42226770600416,628.4376878401109,289.71094736759704,419.7536248933462,598.6151625591493,1692.4959609055402,2505.3181482963378,3556.5542720394747,222.04121505882674,319.4198575739558,466.41376154280374,385.8457800050257,561.6539809592502,812.1907295287582,193.5766973242509,283.57844771953796,411.2542613581553,269.6590508652136,395.9517252474745,563.9912505072662,345.7885174530095,506.02158306341585,730.5847496777676,637.0085521907768,935.5926213865666,1333.6483755538566,322.64121766210826,472.77756969035624,676.6418320022094,447.02886137827653,658.3705405428718,945.5069495580628,574.3966486369019,840.4809411005326,1198.9876371345513
2024 to 2044,Male,SES1,1303350.109836471,1307210.141320398,1310852.3189574168,3.3762416150411125,6.836201489125371,12.65411369407427,0.0,0.0,0.0,30.11975883826255,44.073881567916395,62.89423523086892,48.13285311531578,68.99422334836423,98.90793494926407,23.97149052428455,34.62032041356403,49.82896825924342,33.41615530787523,48.36611932505632,69.55264330516846,43.07671689756263,61.95208085976303,89.20807445879167,92.88157662575253,133.0638487992055,188.57739286244157,47.13399624914742,66.88242149773937,94.37592868018803,65.2526238492647,93.7243809558301,132.10359007712748,83.36196808313775,119.9095025386961,170.71119748070734,78.78062864917177,113.92826457151841,161.14732610986255,463.047141900773,689.2643105908915,981.1725450640902,61.22281251874792,87.72002693050301,127.34341791878711,106.23962827470731,153.58495049371123,221.99216764564588,53.29031751594182,77.4140824005422,112.18712049936242,74.4299914870256,108.05529364310581,154.93447963143262,95.4169424854164,138.754442400607,199.20260095624872,174.98314307869165,257.02627003238774,366.24508187324693,88.60506370778845,129.48426789874267,184.60919576747193,122.85852714221248,179.91882225672597,257.9260816900116,158.04014194071914,230.70816110718513,330.9802688457622
2024 to 2044,Male,SES2,1327066.3214808982,1330259.9309688625,1333270.7173002337,2.653347994608516,5.354036410878182,9.854528523915148,0.0,0.0,0.0,23.63615572198366,34.75522965870762,49.85948334090881,37.98036837949618,54.620928370702984,78.59969368569942,18.99853128728763,27.369427692074062,39.43737801838937,26.329579489340784,38.18657760653281,54.827489597124014,33.84601932495554,49.0157644261936,70.86520000248873,73.39166151155591,105.62797103798951,149.88372951447383,37.12307023891603,53.03909233235467,75.0469478382824,51.415437942182365,74.3726491011393,104.46560570548283,65.55938539923775,95.19074814909852,135.0005387579768,62.27422970479714,90.38907200029624,128.84927476591707,366.5052250637272,544.9787015021777,774.5998544049424,48.22343553704272,69.33676037165391,100.89507542488886,83.67572159706614,121.82720716837156,175.8052176030944,41.99708426573242,61.37038796470833,88.57645703794317,58.56063179685794,85.58952354458356,122.99478737046138,74.99681951862563,109.65697600103235,157.91485911622033,138.0985408566613,202.85794351150753,289.23780972760835,69.85543145204932,102.40908066211806,145.93828868727792,97.27388478185806,142.53079364112983,204.47720466755777,124.81949158146016,182.27167049489617,261.1392854780368
2024 to 2044,Male,SES3,1407212.5569129658,1409963.3116179467,1412554.8216888863,2.350816571310693,4.783909268036961,8.86925274355791,0.0,0.0,0.0,21.408084739663362,31.596419458771585,45.110879353444865,34.6486242840793,49.923166522273064,72.06428179070485,17.28749227023788,25.108499332937242,36.14955592091207,24.10861904050284,34.969181038317444,50.33541844089866,30.94112695493379,44.96493637721228,65.2051224118946,67.0817444267495,97.37607106645763,137.64564446760124,34.084155700061736,48.98781891561091,68.68167853018907,47.375491831711614,68.42711461107767,96.65959693120955,60.627951230744635,87.81398982389533,125.07038554849579,57.59415876630881,83.78243219438886,119.2317806268646,334.20893346265206,495.20133810591517,704.4242759299921,44.069690623613205,63.41361805026173,92.42071649601398,76.38471822045621,111.5497839283725,160.71893017678656,38.42465961349691,56.1650089299053,81.91236126715613,53.50148860128855,78.50346489972281,112.25778559294933,68.65975172258744,100.55652349139082,144.98313183501142,126.61235299034088,185.55054465060843,264.02196099146937,63.84917280390593,93.68425640970086,134.59681507589517,89.15809851404121,130.7940705424949,187.7396061149068,114.1599274758768,167.13746597690914,238.7429599019347
2024 to 2044,Male,SES4,1489498.745870054,1491842.847410039,1494049.9772678872,2.0233518773263457,4.125063308665752,7.633868994869619,0.0,0.0,0.0,18.562198551111166,27.484001332880617,39.3399199920274,30.177373715585592,43.56483559262979,62.960737334808954,15.020230817993665,21.904854782729984,31.60837924664074,20.951468769107276,30.51489305957973,44.11859991908088,27.0273974412079,39.324165068889855,57.15383164407861,58.47435839303596,85.35546200077533,121.35942256213268,29.878251922154583,42.92683079494357,60.78076366404655,41.14050471872734,59.98040039023423,84.88278512069358,52.82204741342075,77.02332030854308,109.73700434826728,50.51338492959589,73.69665975591361,105.03526701395013,290.00001677596157,430.1505598751041,614.3112620052252,38.33182968091988,55.3543823856417,80.44433470560128,66.52404626136662,97.50058178770067,141.13931232057615,33.44109829331732,49.07737978083182,71.1903044370038,46.37466273569388,68.55135231965089,98.06039732593426,59.781566489567126,87.80378785572398,126.7977617021262,109.72483831159336,161.92928839099562,231.70724140895697,55.650744657551265,81.75937254760838,118.22979974050503,77.71679781563098,114.04603908323479,164.20288425993903,99.08492233811116,145.96040473474585,209.07432430319326
2024 to 2044,Male,SES5,1456501.9037544357,1458365.1782419845,1460118.816924053,1.6118145694733739,3.3079616231092217,6.061880926401439,0.0,0.0,0.0,14.607906864796549,21.745966252542615,31.251643840575948,23.79619288623762,34.71268848558641,50.31687761744096,11.967962152411257,17.387292404066564,25.354487471425035,16.551387106962423,24.23599925519514,35.15920859224968,21.464381233991375,31.258569064763904,45.80361124919345,46.26339111389204,67.80140409720052,96.02318383788882,23.44556332230428,33.97480202993131,48.42545783881757,32.508381143483525,47.57013706836427,67.69618821956622,41.69497098862137,61.03576388329506,86.93942103666235,39.46871005384843,57.920850171204094,83.20741655057154,230.2315674142499,342.72597018515336,492.8651136953706,30.149909366531592,43.902907037826296,64.08189200695286,52.93778492660015,77.54210648374128,113.23599284583993,26.453311831804612,39.02625548794771,56.78852917532945,36.79581909984326,54.490963259583594,78.7633247361172,47.33038742505471,69.98283388787209,101.0794421863991,87.62979818141146,128.4730286892551,185.45406950947768,44.19963268329511,64.99202880418969,94.0902625621338,61.24963666213742,90.61598515748798,132.0640261728614,78.64968118819525,116.12344944727315,168.56848961345426
2034 to 2044,All,All,5752207.3261967115,5763498.810632125,5774140.085449054,11.33064005801935,23.034869438685238,42.12405390393038,0.0,0.0,0.0,123.8189297879221,178.45639188583922,251.80910023196486,188.33686836259878,271.88536289300396,388.62003124326054,95.01000847870195,136.57450046739692,195.08398565479155,131.1149818253062,190.7315375867599,270.6565240370688,168.9038201305432,244.72706146785248,349.1645265321443,390.33825368088907,557.6745297810866,787.0852111937122,196.95397039716508,279.4493210987814,398.0806513936046,274.5802689692389,390.84738690396625,556.7278000820294,353.7402461144318,501.5735448821749,717.2406562210035,393.9590367212946,561.8152812131805,792.9039265358942,1731.3149902554876,2542.0910519530685,3568.4410116207455,263.31234901933277,376.01922372862373,544.5485812825839,416.8260551946176,597.2404287894481,861.6519343648423,208.3707357855016,300.95788434792166,430.47814544765777,292.0552653316365,419.7742416935337,599.8776030195667,374.87911192413054,538.5452771215785,768.2650895292883,710.0831238645437,1030.0343637554006,1444.9903973211706,357.15497337440746,519.9406091365745,734.369300301325,501.3429409517042,726.4100542070471,1023.527531152725,641.6325219511629,929.1290186851952,1309.2671211654415
2034 to 2044,All,SES1,1096420.538617877,1099522.2159150355,1102448.6450568135,3.31906050734342,6.714635498195469,12.208301091376242,0.0,0.0,0.0,35.28253528157642,50.90199557232583,71.64116530643112,53.9740696422893,77.39158022796727,109.7801628337644,26.939131339055397,38.68024751122671,54.95565772722067,37.33835203345066,54.11276214141161,76.84796045937037,48.20987561554577,69.23879014202709,99.365697384469,110.66448027556633,156.8654361724966,221.4591703029622,55.911763944414744,78.89674300977153,111.16214513537545,77.84908247215508,110.12127182927921,156.3838353980049,100.04739684336275,141.6925252762885,200.4373961377211,111.61558808152866,158.48296852403527,223.79580712228125,499.1616881885763,735.1305278168495,1031.785672463636,75.36260622317529,107.26175300567574,155.12821973587123,118.29345295901757,169.04180346163338,242.79003591199304,59.51123815510213,85.22385372143954,122.02045747103803,83.34924522433043,118.76622533260125,169.3708925179956,106.52771653570156,151.99950441997265,216.93633513596578,202.00555245230538,292.4773093807138,409.479101080126,101.12300264133998,147.42744321863478,207.76133912274904,142.3138254770371,206.03671239502347,289.7263038417134,182.6963330296393,263.598263196191,371.2013915009092
2034 to 2044,All,SES2,1098037.5527576488,1100598.8716836628,1103013.4828885768,2.470783259044397,5.05121246955359,9.177632836996814,0.0,0.0,0.0,26.77907556798213,38.697743544018266,54.50292387831713,40.89230908566225,58.86520071609729,83.89863901077264,20.669807710819505,29.575013329708398,42.085954296289565,28.431596938351756,41.32115536050266,58.4279024985615,36.80578168073155,52.923634593216896,75.54486789929561,84.38305760157651,120.59756593705873,169.85621180523373,42.632324060596225,60.419709696840286,85.85434618396404,59.48602654019088,84.53168162691773,119.96075456241383,76.25549328430925,108.49588584058696,154.47118388320484,84.6918679538879,121.38982674396794,171.546537875709,378.3417878425728,557.766260137633,781.661615772523,57.245723465054176,81.60759168246932,118.44239726001581,90.25181168311843,129.4732041002158,185.9439433489702,45.2817514212455,65.17361960430908,93.0608365605682,63.25080266535257,90.82177871259468,130.06623887389296,81.15439846913257,116.49669933612128,165.56920663113888,153.50402551238673,223.33254087440372,313.06473164675737,77.67120255516221,112.85357770211834,159.00267626287032,108.81095354904356,157.4540323513546,221.1945805451074,139.21546085167265,201.2001854827093,282.2093661643537
2034 to 2044,All,SES3,1159418.3056791653,1161641.3436081482,1163735.6800380102,2.2177096562595757,4.51939806110239,8.311390288828091,0.0,0.0,0.0,24.55152467501734,35.43540674494433,50.01875457522317,37.54392191531405,54.07746715354407,77.53782245255856,18.80544816491376,27.11744628677028,38.83920033277818,26.027771458044896,37.875583117445046,53.99666777646508,33.42704028685073,48.65005889700401,69.6358667010935,77.6965511415117,111.08419711496991,157.54186279797108,39.253074770777275,55.733230790773334,78.86789776569076,54.57607135224958,77.90805028496956,111.25922159497043,70.19018158284919,100.11872462911195,143.280931059683,78.34790384034987,111.95316925075757,158.88046310054807,343.73816591022563,506.9067077997477,714.0068899744642,52.17424307809772,74.69523081940329,107.97795325673177,82.3360745420297,118.9088580117002,171.29635048466542,41.14893090451674,59.951327740216726,85.92159180901749,58.138309286220256,83.45969780152095,119.0822349779613,74.66119696841906,107.07983337073236,153.11434009382006,141.2131836146089,205.15812849091247,287.397788780273,70.70704516266669,103.24690187149054,146.13699302053567,99.47742016850574,144.3638650546912,204.17779277638485,127.35352650054016,184.88099565020553,260.5531887514995
2034 to 2044,All,SES4,1218616.050815417,1220527.6203914124,1222327.5196905178,1.8746358901484999,3.8221299840986136,7.0618340498904555,0.0,0.0,0.0,20.986720473787873,30.29836344750339,42.8454585855454,32.28579475735082,46.48389511956054,66.40677914839726,16.139971081656444,23.291886091314673,33.45547873105522,22.30420858090766,32.50800641049558,46.25860036633993,28.7365699301649,41.74947304850632,60.21304957305806,66.60039946096596,95.83456435584122,135.56684351353573,33.705496845116535,48.06568776360989,68.20213926505225,46.802197431148684,67.21044838986569,95.17504326196499,60.00735234853494,86.21667501020187,122.52887369680322,67.11996012612303,96.55286833226884,136.42738213958643,291.9837504303607,426.97729901288625,601.2478679039957,44.730549764458196,64.02265784046817,92.18636317090318,70.60540753315087,102.35341057628149,147.17509903513056,35.634693515944676,51.49830449559718,73.74449915358846,49.89645285529504,71.81721249174697,102.09145187534143,64.03703941662882,92.03879822267294,131.83008484528645,120.39792671073985,175.6969501839406,247.2160118353033,60.60816671841371,88.69471669076944,125.59857081787727,85.21627831394568,123.85046739494098,174.8356293186256,109.10757324239862,158.62471224257524,224.53786455127235
2034 to 2044,All,SES5,1179714.8783266044,1181208.7590338655,1182614.7577751353,1.4298487192785592,2.909733488265276,5.367996154548487,0.0,0.0,0.0,15.788701426029085,22.92648528848052,32.5360227807732,24.41881320649198,35.49297523772711,50.67366263333323,12.284522487705912,17.7612774600628,25.66643280998396,17.05047787344086,24.7815590301463,35.519835705008596,22.100584306274303,31.821265975542786,46.06518679731981,50.686765970700954,73.30276398714453,103.96545226982896,25.615735627640568,36.72920495716798,52.24288935971775,35.51571393260706,51.4370660936454,72.92263076132843,45.645408519897444,65.94721569755238,93.80040425901765,50.40248540473297,73.08782724521363,104.75986133832787,217.21740762339084,316.65422205655375,446.41142781161926,33.90146045731402,48.59216902813607,69.50329609221694,53.84876266832416,78.33317530352659,113.16299603671975,27.074713619005216,39.40043705482745,56.78456907653361,37.81763059135843,54.97083217193067,78.13578648645922,48.674123561448475,70.46534833994932,100.80889397288176,91.20408569535181,133.80555413438785,188.95948186805015,46.20000841102784,67.58984847855592,95.99334248924178,64.70510517292877,94.22920625367277,133.9441165603583,82.67192793089893,120.93266173674303,171.5700545704131
2034 to 2044,Female,All,2281517.536635067,2284709.0395680596,2287713.904378901,3.4083587043469428,6.978790288250565,12.841334033201964,0.0,0.0,0.0,38.90640042668903,55.93561376970118,78.3205324326896,54.908398234242604,78.96371307947689,112.7090470173469,27.427749281404715,39.526956534595314,56.64166053392424,37.81596168095636,55.21593737256151,78.86225790711343,49.40814729663102,71.23436247907966,101.6607301220452,109.89427149986048,155.60923754566812,221.57170088900077,54.94911777036785,78.02238318833822,110.79544242937135,76.87865997483581,108.78006800540686,155.80421254360277,99.38633863227766,140.3964334160677,197.93650477320753,126.13547143883203,179.12703502927621,257.5808788662181,535.0282177046504,774.9536806368302,1079.713120534097,82.63396236134267,118.55382868036408,170.76250411854468,115.57716875703734,166.29611405392797,239.91468634979364,57.801004086219834,83.53984690730184,120.44329626026526,80.82216740036256,116.7379900512641,166.97295432961297,103.21265855722591,149.4826827313896,214.00251433561192,213.52557754538114,307.7791711279824,429.4013585345238,107.39984265363056,155.0340448384186,217.2878033986938,149.73555445031207,216.53299302695382,304.2072396611333,193.5704957185025,277.7078928816634,388.82507491712636
2034 to 2044,Female,SES1,440765.8752929152,441634.3604968571,442452.64813111944,1.0778254717402191,2.1736913188517093,3.9996472340704883,0.0,0.0,0.0,11.962170447607974,17.222474252218365,24.141605338841725,16.860946326163376,24.177130522360564,34.45568198080644,8.441281144918985,12.122440463136076,17.28863497112821,11.736808593921742,16.94087138138878,24.096550158165623,15.188246908086517,21.829617039772273,31.258814778347798,33.65636637117289,47.47968582569558,67.52743657671279,16.76613154686873,23.886413478546558,33.68127483860194,23.525084056037944,33.27543978890819,47.55578188432886,30.360061605967815,42.82728283213711,60.49108196800402,38.52859401106334,54.68270335729223,78.66182511641036,170.31968651345383,248.34934148907286,351.45852009985646,25.52869180997582,36.39196653834158,52.5229213874685,35.49878003088887,50.974395024772406,73.0489129206175,17.83852484929985,25.56140780780214,36.65801521706507,24.904702683335984,35.726131888409554,51.12033670394283,31.804316398761166,45.801676849199715,65.61774903908453,65.31578142126521,93.97965229171098,131.39342613924123,32.83409979090182,47.35552853315497,66.35402387529793,45.789412074493065,66.16663681215853,92.97390579311683,58.8005663112688,84.87715907873391,119.35559238508641
2034 to 2044,Female,SES2,437552.45073965815,438270.8797768601,438947.43833084614,0.7420987504350394,1.523965141534388,2.8075770515974248,0.0,0.0,0.0,8.45303250901677,12.16672170845598,16.967836023011277,11.977172138869614,17.18641329577279,24.437255203321772,5.9668123473929375,8.605281668360174,12.264682658938474,8.223889192908898,12.00472814385152,17.109691663830038,10.722132705900862,15.476297302266062,22.097339472122197,23.85097437389001,33.81707179214186,48.040699039739906,11.91659937796613,16.945063446858466,24.034450705596278,16.7179875617527,23.631308003314672,33.732470402116476,21.535391140106956,30.51109189244866,42.81629197267445,27.416702798656093,38.89587542080301,55.80680489903009,119.70543276086975,173.92547012395156,244.82542874095367,18.010862490718544,25.78063461517489,37.1046368140434,25.093607522168075,36.18060598252487,52.11148406651148,12.561247799614048,18.18755883704269,26.171780495352433,17.581119249207777,25.39636803575808,36.271975652274946,22.538941820719167,32.483983407673,46.45662916181009,46.42537529440486,66.91053519911773,93.65173457247161,23.29280744167099,33.707814911039236,47.081945727540315,32.488601194364094,47.124814972355544,66.03773833182282,42.03374238160042,60.37127324300653,84.68776482005278
2034 to 2044,Female,SES3,460608.3928211992,461238.971870393,461832.55928205955,0.6746849112591267,1.3754862868959903,2.5345863579736103,0.0,0.0,0.0,7.742609163979471,11.128780052130999,15.588534515819834,10.881926973261951,15.71118815411371,22.63953328794686,5.427336902711004,7.866251030737042,11.327936837143767,7.499126022014812,10.990532158039152,15.77315557527149,9.750082201724853,14.174264431662559,20.301340262876728,21.87406485784364,31.019167779597282,44.45581534333459,10.88361279657537,15.54813951264763,22.27570979867929,15.250871013239957,21.71757176132953,31.234391668624752,19.73850919304842,28.016240071900725,39.70750592521059,25.074706966550025,35.810604727558555,51.73266385571648,107.59612134123641,155.39659218809575,218.98770699006334,16.448426248342546,23.559605824343805,34.027697866052065,22.914230362660508,33.09016479540432,47.99631774091897,11.500665471267503,16.641778880529763,24.07424102154119,16.039962974892642,23.239774637264965,33.39392319100251,20.41504003086658,29.79997577839065,42.8933686523798,42.180443217727245,61.30944814415598,86.33002691220545,21.30157273078063,30.900024287237404,43.440901543511586,29.583929869069443,43.161766115546705,60.56463764740411,38.243559875723044,55.289459590209844,78.04505479428089
